"iso3c","date","country","region","income_level","goal","ind_quality","ind_number","goal_count"
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0.833,6,6
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.429,13,14
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0.5,6,6
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.467,44,45
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.465,43,43
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.56,49,50
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Any Data Available",0.62,49,50
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",1.111,30,18
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.25,19,32
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","1",0.333,6,6
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","10",0,1,1
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","11",0,3,3
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","16",0.429,7,7
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","2",0,2,2
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","3",1,5,5
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","4",0.833,6,6
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","5",0.643,13,14
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","8",0.667,6,6
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.578,44,45
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.581,43,43
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Combined",0.42,49,50
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Any Data Available",0.466,49,50
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Tier 1",1,30,18
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Tier 2",0.094,19,32
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","1",0.167,6,6
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","10",0,1,1
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","11",0,3,3
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","16",0.143,7,7
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","2",0.5,2,2
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","3",1,5,5
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","4",0.667,6,6
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","5",0.357,13,14
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","8",0.667,6,6
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Top 5 DHS/MICS Dropped",0.422,44,45
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Top 7 DHS/MICS Dropped",0.419,43,43
"BMU",2020,"Bermuda","North America","High income","Combined",0.16,49,50
"BMU",2020,"Bermuda","North America","High income","Any Data Available",0.16,49,50
"BMU",2020,"Bermuda","North America","High income","Tier 1",0.333,30,18
"BMU",2020,"Bermuda","North America","High income","Tier 2",0.062,19,32
"BMU",2020,"Bermuda","North America","High income","1",0.167,6,6
"BMU",2020,"Bermuda","North America","High income","10",0,1,1
"BMU",2020,"Bermuda","North America","High income","11",0,3,3
"BMU",2020,"Bermuda","North America","High income","16",0.286,7,7
"BMU",2020,"Bermuda","North America","High income","2",0,2,2
"BMU",2020,"Bermuda","North America","High income","3",0.4,5,5
"BMU",2020,"Bermuda","North America","High income","4",0.333,6,6
"BMU",2020,"Bermuda","North America","High income","5",0,13,14
"BMU",2020,"Bermuda","North America","High income","8",0.167,6,6
"BMU",2020,"Bermuda","North America","High income","Top 5 DHS/MICS Dropped",0.178,44,45
"BMU",2020,"Bermuda","North America","High income","Top 7 DHS/MICS Dropped",0.163,43,43
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.5,49,50
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Any Data Available",0.58,49,50
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 1",1.222,30,18
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 2",0.094,19,32
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","1",0.5,6,6
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","10",0,1,1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","11",0,3,3
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","16",0.429,7,7
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","2",0.5,2,2
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","3",1,5,5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","4",0.667,6,6
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","5",0.429,13,14
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","8",0.5,6,6
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Top 5 DHS/MICS Dropped",0.533,44,45
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Top 7 DHS/MICS Dropped",0.535,43,43
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Combined",0.52,49,50
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Any Data Available",0.6,49,50
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 1",1.167,30,18
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 2",0.156,19,32
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","1",0.5,6,6
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","10",0,1,1
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","11",0,3,3
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","16",0.429,7,7
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","2",0.5,2,2
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","3",0.8,5,5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","4",0.667,6,6
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","5",0.429,13,14
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","8",0.833,6,6
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Top 5 DHS/MICS Dropped",0.578,44,45
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Top 7 DHS/MICS Dropped",0.605,43,43
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Combined",0.38,49,50
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Any Data Available",0.46,49,50
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 1",0.889,30,18
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 2",0.094,19,32
"BRB",2020,"Barbados","Latin America & Caribbean","High income","1",0.167,6,6
"BRB",2020,"Barbados","Latin America & Caribbean","High income","10",0,1,1
"BRB",2020,"Barbados","Latin America & Caribbean","High income","11",0,3,3
"BRB",2020,"Barbados","Latin America & Caribbean","High income","16",0.286,7,7
"BRB",2020,"Barbados","Latin America & Caribbean","High income","2",0,2,2
"BRB",2020,"Barbados","Latin America & Caribbean","High income","3",0.8,5,5
"BRB",2020,"Barbados","Latin America & Caribbean","High income","4",0.667,6,6
"BRB",2020,"Barbados","Latin America & Caribbean","High income","5",0.357,13,14
"BRB",2020,"Barbados","Latin America & Caribbean","High income","8",0.5,6,6
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Top 5 DHS/MICS Dropped",0.378,44,45
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Top 7 DHS/MICS Dropped",0.372,43,43
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Combined",0.3,49,50
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Any Data Available",0.38,49,50
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 1",0.722,30,18
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 2",0.062,19,32
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","1",0.167,6,6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","10",0,1,1
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","11",0,3,3
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","16",0,7,7
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","2",0.5,2,2
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","3",0.6,5,5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","4",0.667,6,6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","5",0.214,13,14
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","8",0.5,6,6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Top 5 DHS/MICS Dropped",0.333,44,45
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Top 7 DHS/MICS Dropped",0.349,43,43
"BTN",2020,"Bhutan","South Asia","Lower middle income","Combined",0.34,49,50
"BTN",2020,"Bhutan","South Asia","Lower middle income","Any Data Available",0.429,49,50
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 1",0.778,30,18
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 2",0.094,19,32
"BTN",2020,"Bhutan","South Asia","Lower middle income","1",0.167,6,6
"BTN",2020,"Bhutan","South Asia","Lower middle income","10",0,1,1
"BTN",2020,"Bhutan","South Asia","Lower middle income","11",0,3,3
"BTN",2020,"Bhutan","South Asia","Lower middle income","16",0.143,7,7
"BTN",2020,"Bhutan","South Asia","Lower middle income","2",0.5,2,2
"BTN",2020,"Bhutan","South Asia","Lower middle income","3",0.8,5,5
"BTN",2020,"Bhutan","South Asia","Lower middle income","4",0.5,6,6
"BTN",2020,"Bhutan","South Asia","Lower middle income","5",0.357,13,14
"BTN",2020,"Bhutan","South Asia","Lower middle income","8",0.333,6,6
"BTN",2020,"Bhutan","South Asia","Lower middle income","Top 5 DHS/MICS Dropped",0.378,44,45
"BTN",2020,"Bhutan","South Asia","Lower middle income","Top 7 DHS/MICS Dropped",0.372,43,43
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Combined",0.353,49,50
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Any Data Available",0.431,49,50
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 1",0.926,30,18
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 2",0.031,19,32
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","1",0.333,6,6
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","10",0,1,1
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","11",0,3,3
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","16",0.238,7,7
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","2",0,2,2
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","3",0.8,5,5
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","4",0.667,6,6
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","5",0.214,13,14
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","8",0.5,6,6
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Top 5 DHS/MICS Dropped",0.393,44,45
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Top 7 DHS/MICS Dropped",0.411,43,43
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Combined",0.36,49,50
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Any Data Available",0.4,49,50
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 1",0.778,30,18
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 2",0.125,19,32
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","1",0.167,6,6
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","10",0,1,1
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","11",0,3,3
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","16",0.143,7,7
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","2",0.5,2,2
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","3",1,5,5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","4",0.5,6,6
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","5",0.429,13,14
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","8",0.167,6,6
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.333,44,45
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.326,43,43
"CAN",2020,"Canada","North America","High income","Combined",0.413,49,50
"CAN",2020,"Canada","North America","High income","Any Data Available",0.54,49,50
"CAN",2020,"Canada","North America","High income","Tier 1",0.815,30,18
"CAN",2020,"Canada","North America","High income","Tier 2",0.188,19,32
"CAN",2020,"Canada","North America","High income","1",0.167,6,6
"CAN",2020,"Canada","North America","High income","10",0,1,1
"CAN",2020,"Canada","North America","High income","11",0,3,3
"CAN",2020,"Canada","North America","High income","16",0.381,7,7
"CAN",2020,"Canada","North America","High income","2",1,2,2
"CAN",2020,"Canada","North America","High income","3",0.8,5,5
"CAN",2020,"Canada","North America","High income","4",0.833,6,6
"CAN",2020,"Canada","North America","High income","5",0.286,13,14
"CAN",2020,"Canada","North America","High income","8",0.333,6,6
"CAN",2020,"Canada","North America","High income","Top 5 DHS/MICS Dropped",0.459,44,45
"CAN",2020,"Canada","North America","High income","Top 7 DHS/MICS Dropped",0.481,43,43
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Combined",0.5,49,50
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Any Data Available",0.615,49,50
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Tier 1",1,30,18
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Tier 2",0.219,19,32
"CHE",2020,"Switzerland","Europe & Central Asia","High income","1",0.333,6,6
"CHE",2020,"Switzerland","Europe & Central Asia","High income","10",0,1,1
"CHE",2020,"Switzerland","Europe & Central Asia","High income","11",0,3,3
"CHE",2020,"Switzerland","Europe & Central Asia","High income","16",0.571,7,7
"CHE",2020,"Switzerland","Europe & Central Asia","High income","2",0.5,2,2
"CHE",2020,"Switzerland","Europe & Central Asia","High income","3",0.4,5,5
"CHE",2020,"Switzerland","Europe & Central Asia","High income","4",0.667,6,6
"CHE",2020,"Switzerland","Europe & Central Asia","High income","5",0.571,13,14
"CHE",2020,"Switzerland","Europe & Central Asia","High income","8",0.667,6,6
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.556,44,45
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.581,43,43
"CHL",2020,"Chile","Latin America & Caribbean","High income","Combined",0.573,49,50
"CHL",2020,"Chile","Latin America & Caribbean","High income","Any Data Available",0.66,49,50
"CHL",2020,"Chile","Latin America & Caribbean","High income","Tier 1",1.093,30,18
"CHL",2020,"Chile","Latin America & Caribbean","High income","Tier 2",0.281,19,32
"CHL",2020,"Chile","Latin America & Caribbean","High income","1",0.5,6,6
"CHL",2020,"Chile","Latin America & Caribbean","High income","10",0,1,1
"CHL",2020,"Chile","Latin America & Caribbean","High income","11",0,3,3
"CHL",2020,"Chile","Latin America & Caribbean","High income","16",0.524,7,7
"CHL",2020,"Chile","Latin America & Caribbean","High income","2",0.5,2,2
"CHL",2020,"Chile","Latin America & Caribbean","High income","3",0.8,5,5
"CHL",2020,"Chile","Latin America & Caribbean","High income","4",1,6,6
"CHL",2020,"Chile","Latin America & Caribbean","High income","5",0.429,13,14
"CHL",2020,"Chile","Latin America & Caribbean","High income","8",0.833,6,6
"CHL",2020,"Chile","Latin America & Caribbean","High income","Top 5 DHS/MICS Dropped",0.615,44,45
"CHL",2020,"Chile","Latin America & Caribbean","High income","Top 7 DHS/MICS Dropped",0.643,43,43
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Combined",0.2,49,50
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Any Data Available",0.36,49,50
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Tier 1",0.444,30,18
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Tier 2",0.062,19,32
"CHN",2020,"China","East Asia & Pacific","Upper middle income","1",0.167,6,6
"CHN",2020,"China","East Asia & Pacific","Upper middle income","10",0,1,1
"CHN",2020,"China","East Asia & Pacific","Upper middle income","11",0,3,3
"CHN",2020,"China","East Asia & Pacific","Upper middle income","16",0,7,7
"CHN",2020,"China","East Asia & Pacific","Upper middle income","2",0.5,2,2
"CHN",2020,"China","East Asia & Pacific","Upper middle income","3",0.6,5,5
"CHN",2020,"China","East Asia & Pacific","Upper middle income","4",0.167,6,6
"CHN",2020,"China","East Asia & Pacific","Upper middle income","5",0.286,13,14
"CHN",2020,"China","East Asia & Pacific","Upper middle income","8",0,6,6
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Top 5 DHS/MICS Dropped",0.2,44,45
