Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Reporting Type],[Units]
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","70","Bosnia and Herzegovina","2014","1.0341","2014","","","","","BIH - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","70","Bosnia and Herzegovina","2014","0.92279","2014","","","","","BIH - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","70","Bosnia and Herzegovina","2015","1.26473","2015","","","","","BIH - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","70","Bosnia and Herzegovina","2015","1.10424","2015","","","","","BIH - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","70","Bosnia and Herzegovina","2015","1.17578","2015","","","","","BIH - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","70","Bosnia and Herzegovina","2016","1.1885","2016","","","","","BIH - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2012","1.13563","2012","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2012","0.99465","2012","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2012","1.59169","2012","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","55-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2012","1.14703","2012","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2013","1.40554","2013","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","55-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2013","1.09953","2013","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2013","0.99333","2013","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2013","1.10111","2013","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2014","1.0636","2014","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2014","1.09719","2014","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2014","1.47411","2014","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","55-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2014","1.11597","2014","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2015","1.54255","2015","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","55-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2015","1.02412","2015","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2015","1.05656","2015","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2015","1.06795","2015","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2016","1.46301","2016","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","55-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2016","0.97853","2016","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-24","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2016","1.01597","2016","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","15-64","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2016","0.99013","2016","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","25-54","E","G","Ratio"
"4","4.5","4.5.1","SE_GPI_PART","Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio)","196","Cyprus","2017","1.65926","2017","","","","","CYP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Data extracted on 21 February 2024.","","","55-64","E","G","Ratio"
