"iso3c","country","region","income","goal","ind_quality","ind_number","date"
"COM","Comoros","Sub-Saharan Africa ","Lower middle income",5,0.154,13,2023
"COM","Comoros","Sub-Saharan Africa ","Lower middle income",8,0.833,6,2023
"COM","Comoros","Sub-Saharan Africa ","Lower middle income",10,0,1,2023
"COM","Comoros","Sub-Saharan Africa ","Lower middle income",16,0.2,5,2023
"COM","Comoros","Sub-Saharan Africa ","Lower middle income",NA,0,1,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",1,0.2,5,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",3,0.6,5,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",5,0.308,13,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",8,0.333,6,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",10,0,1,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",16,0.4,5,2023
"CPV","Cabo Verde","Sub-Saharan Africa ","Lower middle income",NA,0,1,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",1,0.8,5,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",2,0.5,2,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",3,0.8,5,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",4,0.667,6,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",5,0.385,13,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",8,0.667,6,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",10,1,1,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",16,0.578,5,2023
"CRI","Costa Rica","Latin America & Caribbean ","Upper middle income",NA,0,1,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",1,0.2,5,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",2,0,2,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",3,1,5,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",4,0.667,6,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",5,0.231,13,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",8,0.167,6,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",10,0,1,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",16,0.489,5,2023
"CUB","Cuba","Latin America & Caribbean ","Upper middle income",NA,0,1,2023
"CUW","Curacao","Latin America & Caribbean ","High income",1,0.2,5,2023
"CUW","Curacao","Latin America & Caribbean ","High income",2,0,2,2023
"CUW","Curacao","Latin America & Caribbean ","High income",3,0,5,2023
"CUW","Curacao","Latin America & Caribbean ","High income",4,0.333,6,2023
"CUW","Curacao","Latin America & Caribbean ","High income",5,0,13,2023
"CUW","Curacao","Latin America & Caribbean ","High income",8,0.167,6,2023
"CUW","Curacao","Latin America & Caribbean ","High income",10,0,1,2023
"CUW","Curacao","Latin America & Caribbean ","High income",16,0,5,2023
"CUW","Curacao","Latin America & Caribbean ","High income",NA,0,1,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",1,0.2,5,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",2,0,2,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",3,0,5,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",4,0.333,6,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",5,0,13,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",8,0,6,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",10,0,1,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",16,0.2,5,2023
"CYM","Cayman Islands","Latin America & Caribbean ","High income",NA,0,1,2023
"CYP","Cyprus","Europe & Central Asia","High income",1,0.8,5,2023
"CYP","Cyprus","Europe & Central Asia","High income",2,0,2,2023
"CYP","Cyprus","Europe & Central Asia","High income",3,0.8,5,2023
"CYP","Cyprus","Europe & Central Asia","High income",4,0.667,6,2023
"CYP","Cyprus","Europe & Central Asia","High income",5,0.308,13,2023
"CYP","Cyprus","Europe & Central Asia","High income",8,0.667,6,2023
"CYP","Cyprus","Europe & Central Asia","High income",10,1,1,2023
"CYP","Cyprus","Europe & Central Asia","High income",16,0.556,5,2023
"CYP","Cyprus","Europe & Central Asia","High income",NA,0,1,2023
"CZE","Czechia","Europe & Central Asia","High income",1,0.8,5,2023
"CZE","Czechia","Europe & Central Asia","High income",2,0,2,2023
"CZE","Czechia","Europe & Central Asia","High income",3,0.6,5,2023
"CZE","Czechia","Europe & Central Asia","High income",4,0.667,6,2023
"CZE","Czechia","Europe & Central Asia","High income",5,0.462,13,2023
"CZE","Czechia","Europe & Central Asia","High income",8,0.833,6,2023
"CZE","Czechia","Europe & Central Asia","High income",10,1,1,2023
"CZE","Czechia","Europe & Central Asia","High income",16,0.533,5,2023
"CZE","Czechia","Europe & Central Asia","High income",NA,0,1,2023
"DEU","Germany","Europe & Central Asia","High income",1,0.8,5,2023
"DEU","Germany","Europe & Central Asia","High income",2,0.5,2,2023
"DEU","Germany","Europe & Central Asia","High income",3,0.8,5,2023
"DEU","Germany","Europe & Central Asia","High income",4,0.667,6,2023
"DEU","Germany","Europe & Central Asia","High income",5,0.462,13,2023
"DEU","Germany","Europe & Central Asia","High income",8,0.667,6,2023
"DEU","Germany","Europe & Central Asia","High income",10,1,1,2023
"DEU","Germany","Europe & Central Asia","High income",16,0.8,5,2023
"DEU","Germany","Europe & Central Asia","High income",NA,0,1,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",1,0.2,5,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",2,0,2,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",3,0.2,5,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",4,0.333,6,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",5,0.308,13,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",8,0.167,6,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",10,0,1,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",16,0.2,5,2023
"DJI","Djibouti","Middle East & North Africa","Lower middle income",NA,0,1,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",1,0.2,5,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",2,0.5,2,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",3,0.2,5,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",4,0.333,6,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",5,0.077,13,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",8,0.167,6,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",10,0,1,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",16,0.4,5,2023
"DMA","Dominica","Latin America & Caribbean ","Upper middle income",NA,0,1,2023
"DNK","Denmark","Europe & Central Asia","High income",1,0.8,5,2023
"DNK","Denmark","Europe & Central Asia","High income",2,0,2,2023
"DNK","Denmark","Europe & Central Asia","High income",3,0.8,5,2023
"DNK","Denmark","Europe & Central Asia","High income",4,0.667,6,2023
"DNK","Denmark","Europe & Central Asia","High income",5,0.385,13,2023
"DNK","Denmark","Europe & Central Asia","High income",8,0.667,6,2023
"DNK","Denmark","Europe & Central Asia","High income",10,1,1,2023
"DNK","Denmark","Europe & Central Asia","High income",16,0.56,5,2023
"DNK","Denmark","Europe & Central Asia","High income",NA,0,1,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",1,0.8,5,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",2,0.5,2,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",3,0.8,5,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",4,0.833,6,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",5,0.538,13,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",8,0.833,6,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",10,1,1,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",16,0.8,5,2023
"DOM","Dominican Republic","Latin America & Caribbean ","Upper middle income",NA,0,1,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",1,0.2,5,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",2,0,2,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",3,0.8,5,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",4,0.5,6,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",5,0.154,13,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",8,0.333,6,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",10,0,1,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",16,0.543,5,2023
"DZA","Algeria","Middle East & North Africa","Lower middle income",NA,0,1,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",1,0.8,5,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",2,0.5,2,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",3,0.8,5,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",4,0.667,6,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",5,0.538,13,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",8,0.833,6,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",10,1,1,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",16,0.78,5,2023
"ECU","Ecuador","Latin America & Caribbean ","Upper middle income",NA,0,1,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1,0.6,5,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2,0.5,2,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",3,0.8,5,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",4,0.667,6,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",5,0.385,13,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",8,0.833,6,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",10,1,1,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",16,0.6,5,2023
"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",NA,0,1,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",1,0.2,5,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",2,0,2,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",3,0.4,5,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",4,0.333,6,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",5,0.077,13,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",8,0.167,6,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",10,0,1,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",16,0,5,2023
"ERI","Eritrea","Sub-Saharan Africa ","Low income",NA,0,1,2023
"ESP","Spain","Europe & Central Asia","High income",1,0.8,5,2023
"ESP","Spain","Europe & Central Asia","High income",2,0,2,2023
"ESP","Spain","Europe & Central Asia","High income",3,0.6,5,2023
"ESP","Spain","Europe & Central Asia","High income",4,0.667,6,2023
"ESP","Spain","Europe & Central Asia","High income",5,0.308,13,2023
"ESP","Spain","Europe & Central Asia","High income",8,0.833,6,2023
"ESP","Spain","Europe & Central Asia","High income",10,1,1,2023
"ESP","Spain","Europe & Central Asia","High income",16,0.6,5,2023
"ESP","Spain","Europe & Central Asia","High income",NA,0,1,2023
"EST","Estonia","Europe & Central Asia","High income",1,0.8,5,2023
"EST","Estonia","Europe & Central Asia","High income",2,0,2,2023
"EST","Estonia","Europe & Central Asia","High income",3,0.8,5,2023
"EST","Estonia","Europe & Central Asia","High income",4,0.667,6,2023
"EST","Estonia","Europe & Central Asia","High income",5,0.308,13,2023
"EST","Estonia","Europe & Central Asia","High income",8,0.667,6,2023
"EST","Estonia","Europe & Central Asia","High income",10,1,1,2023
"EST","Estonia","Europe & Central Asia","High income",16,0.54,5,2023
"EST","Estonia","Europe & Central Asia","High income",NA,0,1,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",1,0.2,5,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",2,1,2,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",3,0.8,5,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",4,0.5,6,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",5,0.538,13,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",8,0.667,6,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",10,0,1,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",16,0.2,5,2023
"ETH","Ethiopia","Sub-Saharan Africa ","Low income",NA,0,1,2023
"FIN","Finland","Europe & Central Asia","High income",1,0.8,5,2023
"FIN","Finland","Europe & Central Asia","High income",2,0,2,2023
"FIN","Finland","Europe & Central Asia","High income",3,0.6,5,2023
"FIN","Finland","Europe & Central Asia","High income",4,0.667,6,2023
"FIN","Finland","Europe & Central Asia","High income",5,0.538,13,2023
"FIN","Finland","Europe & Central Asia","High income",8,0.833,6,2023
"FIN","Finland","Europe & Central Asia","High income",10,1,1,2023
"FIN","Finland","Europe & Central Asia","High income",16,0.8,5,2023
"FIN","Finland","Europe & Central Asia","High income",NA,0,1,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",1,0.6,5,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",2,0.5,2,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",3,0.8,5,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",4,0.5,6,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",5,0.385,13,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",8,0.333,6,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",10,1,1,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",16,0.511,5,2023
"FJI","Fiji","East Asia & Pacific","Upper middle income",NA,0,1,2023
"FRA","France","Europe & Central Asia","High income",1,0.8,5,2023
"FRA","France","Europe & Central Asia","High income",2,0.5,2,2023
"FRA","France","Europe & Central Asia","High income",3,0.8,5,2023
"FRA","France","Europe & Central Asia","High income",4,0.667,6,2023
"FRA","France","Europe & Central Asia","High income",5,0.308,13,2023
"FRA","France","Europe & Central Asia","High income",8,0.833,6,2023
"FRA","France","Europe & Central Asia","High income",10,1,1,2023
"FRA","France","Europe & Central Asia","High income",16,0.8,5,2023
"FRA","France","Europe & Central Asia","High income",NA,0,1,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",1,0,5,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",2,0,2,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",3,0.2,5,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",4,0,6,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",5,0,13,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",8,0,6,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",10,0,1,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",16,0,5,2023
"FRO","Faroe Islands","Europe & Central Asia","High income",NA,0,1,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",1,0.2,5,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2,0.5,2,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",3,0.2,5,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",4,0.333,6,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",5,0.077,13,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",8,0,6,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",10,0,1,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",16,0.4,5,2023
"FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",NA,0,1,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",1,0,5,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",2,0.5,2,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",3,0.8,5,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",4,0.333,6,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",5,0.308,13,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",8,0.333,6,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",10,0,1,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",16,0.4,5,2023
"GAB","Gabon","Sub-Saharan Africa ","Upper middle income",NA,0,1,2023
"GBR","United Kingdom","Europe & Central Asia","High income",1,0.4,5,2023
"GBR","United Kingdom","Europe & Central Asia","High income",2,0.5,2,2023
"GBR","United Kingdom","Europe & Central Asia","High income",3,0.4,5,2023
"GBR","United Kingdom","Europe & Central Asia","High income",4,0.5,6,2023
"GBR","United Kingdom","Europe & Central Asia","High income",5,0.462,13,2023
"GBR","United Kingdom","Europe & Central Asia","High income",8,0.5,6,2023
